state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,latitude,longitude,cluster,cluster_size
Rajasthan,Jodhpur,2018,September,Thursday,0:9,Minor,1,Two-Wheeler,2,2,Rainy,State Highway,Under Construction,Dusk,Signals,46,60,Male,Valid,Yes,Intersection,26.940565650371234,74.01005535038028,1,93
Meghalaya,Unknown,2019,April,Wednesday,19:54,Minor,4,Bus,1,5,Rainy,State Highway,Damaged,Dusk,Signs,92,63,Female,Valid,No,Curve,20.29994458145477,79.1550980515871,0,2907
Jammu and Kashmir,Unknown,2022,August,Thursday,17:38,Minor,5,Cycle,1,5,Foggy,National Highway,Dry,Dusk,Signals,48,66,Male,,No,Curve,20.84325555327545,78.84334742808994,0,2907
Gujarat,Vadodara,2019,November,Friday,13:48,Minor,4,Car,7,4,Foggy,Village Road,Wet,Dawn,Police Checkpost,90,37,Male,,No,Curve,22.250176848631178,71.0992519018991,0,2907
West Bengal,Siliguri,2020,November,Monday,10:8,Fatal,2,Pedestrian,4,3,Hazy,Urban Road,Dry,Daylight,Signs,94,39,Male,,No,Curve,22.730167474001256,87.6689993836143,0,2907
Meghalaya,Unknown,2019,May,Tuesday,5:37,Serious,4,Bus,6,5,Foggy,National Highway,Damaged,Daylight,Police Checkpost,42,29,Male,,Yes,Intersection,20.52870205042209,79.22050396196018,0,2907
Nagaland,Unknown,2021,September,Friday,16:0,Fatal,5,Two-Wheeler,9,5,Stormy,National Highway,Wet,Daylight,Police Checkpost,41,68,Male,Valid,Yes,Intersection,20.571575991215596,78.83301430229382,0,2907
Jharkhand,Unknown,2019,June,Saturday,10:41,Fatal,4,Pedestrian,5,5,Hazy,Village Road,Dry,Dusk,Signs,72,47,Female,Valid,No,Curve,20.477770611059984,78.97769648650305,0,2907
Jharkhand,Unknown,2018,February,Wednesday,21:18,Minor,3,Pedestrian,1,1,Stormy,National Highway,Wet,Dawn,Signals,109,58,Male,Expired,Yes,Straight Road,20.379221922556486,79.16585483016044,0,2907
Nagaland,Unknown,2020,September,Friday,12:50,Fatal,1,Two-Wheeler,4,0,Clear,National Highway,Dry,Dawn,Signs,44,43,Female,Valid,Yes,Straight Road,20.632006566251352,78.91374954443695,0,2907
Puducherry,Unknown,2023,September,Friday,2:5,Minor,4,Pedestrian,5,2,Foggy,Village Road,Wet,Dawn,Police Checkpost,30,38,Male,Expired,No,Intersection,20.387736832972205,79.20900927809654,0,2907
Jammu and Kashmir,Unknown,2022,December,Saturday,11:40,Fatal,4,Pedestrian,7,5,Clear,Village Road,Damaged,Dark,Police Checkpost,106,21,Male,,No,Bridge,20.71727206025416,78.82784121867381,0,2907
Delhi,New Delhi,2023,July,Tuesday,9:22,Fatal,4,Cycle,4,1,Foggy,State Highway,Wet,Daylight,Signs,100,33,Male,Expired,Yes,Straight Road,20.611679135564092,79.23840140731939,0,2907
Sikkim,Unknown,2020,October,Wednesday,11:59,Fatal,2,Truck,8,5,Foggy,State Highway,Dry,Daylight,Signals,32,26,Male,Valid,No,Bridge,20.626183626492004,79.10971926488345,0,2907
Kerala,Unknown,2022,October,Sunday,10:57,Minor,3,Cycle,2,2,Foggy,Urban Road,Under Construction,Dark,Signals,69,34,Female,Valid,Yes,Straight Road,20.55371116102266,78.74437446857962,0,2907
Puducherry,Unknown,2018,June,Friday,0:2,Serious,4,Two-Wheeler,8,4,Stormy,Village Road,Under Construction,Dark,,39,45,Male,,No,Straight Road,20.824485104988938,79.12875160605428,0,2907
Telangana,Unknown,2018,October,Monday,10:13,Fatal,1,Two-Wheeler,1,3,Rainy,State Highway,Damaged,Dusk,Police Checkpost,84,70,Male,Valid,Yes,Bridge,20.514209171475226,78.75597813179716,0,2907
Assam,Unknown,2023,March,Saturday,2:18,Minor,5,Car,7,4,Rainy,State Highway,Under Construction,Dark,Signs,57,55,Male,,No,Straight Road,20.8375918433735,79.26040516830372,0,2907
Manipur,Unknown,2023,December,Monday,8:6,Minor,4,Cycle,9,5,Foggy,State Highway,Wet,Dark,Signals,86,66,Female,Valid,Yes,Straight Road,20.33359844077368,78.99209279451975,0,2907
Puducherry,Unknown,2021,September,Wednesday,21:7,Fatal,3,Cycle,3,1,Foggy,Urban Road,Damaged,Dawn,,72,51,Female,,Yes,Curve,20.379547848305616,79.1559153299798,0,2907
West Bengal,Durgapur,2021,December,Friday,7:28,Fatal,5,Truck,6,1,Stormy,State Highway,Wet,Dark,Police Checkpost,45,25,Female,,No,Straight Road,23.048986804658472,87.68028370606433,0,2907
Puducherry,Unknown,2020,January,Monday,10:22,Fatal,4,Cycle,5,4,Foggy,State Highway,Damaged,Daylight,,70,66,Male,Valid,Yes,Intersection,20.549957119043665,78.73617276822141,0,2907
Arunachal Pradesh,Unknown,2020,March,Wednesday,17:30,Fatal,1,Auto-Rickshaw,8,4,Hazy,Village Road,Damaged,Dark,Police Checkpost,55,58,Male,Valid,No,Bridge,20.3584087690657,78.96210483851051,0,2907
Haryana,Unknown,2019,November,Saturday,23:41,Serious,2,Auto-Rickshaw,7,5,Clear,State Highway,Wet,Dawn,Signs,47,51,Male,Valid,Yes,Intersection,20.526744329604952,78.79820959593211,0,2907
Uttarakhand,Unknown,2019,June,Monday,2:45,Serious,4,Two-Wheeler,8,0,Rainy,State Highway,Damaged,Daylight,Police Checkpost,76,65,Female,,Yes,Curve,20.366543589633796,78.83132163573819,0,2907
Tripura,Unknown,2019,September,Sunday,18:10,Fatal,3,Car,10,2,Stormy,State Highway,Under Construction,Daylight,Signals,115,42,Male,Expired,Yes,Curve,20.70229752654503,79.01973172217703,0,2907
Madhya Pradesh,Unknown,2020,December,Tuesday,12:44,Fatal,4,Cycle,3,5,Foggy,State Highway,Wet,Dark,,34,24,Female,Expired,No,Bridge,22.715701967150252,78.86979209734506,0,2907
Madhya Pradesh,Unknown,2022,June,Wednesday,15:53,Fatal,5,Two-Wheeler,3,1,Clear,Village Road,Damaged,Dark,Signals,92,18,Female,Expired,Yes,Straight Road,23.246566403426474,78.43870305490572,0,2907
Nagaland,Unknown,2023,July,Saturday,2:34,Minor,4,Car,8,0,Rainy,Urban Road,Dry,Dawn,Police Checkpost,78,42,Male,Valid,Yes,Intersection,20.417251443893427,79.03045624659228,0,2907
Puducherry,Unknown,2020,April,Saturday,0:40,Fatal,3,Two-Wheeler,6,2,Hazy,Village Road,Under Construction,Daylight,,82,27,Female,,No,Bridge,20.76652282604092,78.76728701883398,0,2907
Madhya Pradesh,Unknown,2018,April,Monday,1:57,Minor,1,Auto-Rickshaw,8,1,Hazy,Village Road,Under Construction,Dawn,,97,45,Female,Expired,Yes,Intersection,22.759844935556053,78.80114542814141,0,2907
Telangana,Unknown,2021,October,Saturday,6:59,Minor,4,Truck,2,3,Rainy,Urban Road,Wet,Dawn,Signals,60,46,Male,Expired,No,Bridge,20.878840803687787,79.03327735080723,0,2907
Sikkim,Unknown,2023,April,Sunday,23:32,Serious,3,Car,9,4,Hazy,State Highway,Under Construction,Dawn,Signals,118,27,Female,Valid,Yes,Bridge,20.577918483543055,78.97528928113262,0,2907
Mizoram,Unknown,2022,April,Wednesday,12:57,Fatal,1,Auto-Rickshaw,2,0,Clear,State Highway,Damaged,Dawn,Signals,54,19,Female,Expired,No,Curve,20.859709526286583,78.78723699050613,0,2907
Maharashtra,Pune,2018,July,Saturday,8:57,Minor,3,Car,10,4,Stormy,National Highway,Damaged,Dawn,Signals,42,54,Female,Expired,No,Bridge,20.03916169203893,75.51134498728439,0,2907
Nagaland,Unknown,2022,September,Tuesday,22:21,Fatal,2,Truck,1,0,Clear,National Highway,Under Construction,Dusk,Police Checkpost,109,65,Male,Valid,Yes,Curve,20.800530144024567,78.67778094997779,0,2907
Chandigarh,Unknown,2018,June,Tuesday,11:30,Fatal,5,Cycle,3,2,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,32,46,Female,Valid,Yes,Curve,20.612374923146273,78.77947806611449,0,2907
Telangana,Unknown,2021,April,Thursday,5:49,Serious,4,Pedestrian,1,5,Foggy,State Highway,Dry,Daylight,Police Checkpost,77,52,Male,,No,Bridge,20.810218541770727,79.2189503223728,0,2907
Tripura,Unknown,2023,December,Monday,22:35,Serious,1,Bus,2,1,Clear,State Highway,Under Construction,Dark,,80,39,Male,,Yes,Bridge,20.470373352753935,78.77865182549367,0,2907
Chandigarh,Unknown,2020,August,Thursday,0:11,Minor,5,Truck,4,4,Rainy,Urban Road,Under Construction,Dawn,,116,67,Male,,Yes,Bridge,20.64039755920914,78.71570350160853,0,2907
Chhattisgarh,Unknown,2019,May,Friday,7:19,Minor,5,Truck,4,4,Rainy,Urban Road,Under Construction,Dusk,,35,58,Female,Valid,Yes,Intersection,20.390620832592614,78.88956519758646,0,2907
Punjab,Unknown,2019,November,Wednesday,9:56,Serious,5,Cycle,6,0,Foggy,State Highway,Under Construction,Dusk,Signs,97,45,Male,Valid,Yes,Intersection,20.557617741764982,79.1079098079041,0,2907
Madhya Pradesh,Unknown,2019,November,Thursday,10:0,Minor,1,Auto-Rickshaw,8,5,Hazy,Village Road,Dry,Dark,Police Checkpost,100,69,Female,Expired,Yes,Curve,23.248739292099163,78.66767715568652,0,2907
Puducherry,Unknown,2018,July,Tuesday,13:41,Minor,5,Car,1,1,Stormy,Village Road,Damaged,Dawn,Police Checkpost,49,35,Female,,No,Curve,20.74650888385977,79.09980244364424,0,2907
Gujarat,Surat,2022,July,Sunday,2:41,Minor,3,Auto-Rickshaw,1,0,Hazy,Urban Road,Wet,Daylight,,46,62,Female,Valid,No,Bridge,22.10053729066555,71.01664206461723,0,2907
West Bengal,Siliguri,2018,December,Sunday,19:34,Minor,5,Auto-Rickshaw,5,0,Hazy,Urban Road,Dry,Dark,,106,24,Male,Expired,Yes,Bridge,22.78403779485379,88.02715927880303,0,2907
Telangana,Unknown,2021,March,Saturday,10:31,Fatal,1,Pedestrian,1,0,Foggy,Village Road,Damaged,Dusk,Signals,41,52,Male,,No,Bridge,20.56188887944794,79.13258701078769,0,2907
Bihar,Unknown,2023,November,Monday,14:2,Fatal,3,Cycle,3,2,Stormy,National Highway,Dry,Dark,Signs,104,45,Male,Valid,No,Straight Road,25.30146193865799,85.50101479057557,0,2907
Sikkim,Unknown,2020,March,Sunday,6:42,Minor,5,Two-Wheeler,4,2,Clear,Village Road,Dry,Dusk,Police Checkpost,50,45,Female,Valid,Yes,Bridge,20.389730613350377,78.79660243247085,0,2907
Rajasthan,Udaipur,2022,April,Friday,22:3,Serious,4,Car,7,5,Foggy,State Highway,Under Construction,Dark,,37,38,Male,Valid,Yes,Straight Road,27.24141846666494,74.2175166377951,1,93
Nagaland,Unknown,2018,May,Saturday,2:24,Fatal,1,Auto-Rickshaw,7,4,Clear,Urban Road,Under Construction,Daylight,Police Checkpost,88,40,Female,Expired,No,Curve,20.363798097632483,79.03049863641012,0,2907
Arunachal Pradesh,Unknown,2019,October,Tuesday,19:51,Minor,4,Car,3,3,Clear,State Highway,Damaged,Daylight,,90,62,Male,Valid,Yes,Straight Road,20.840375437889612,79.04999039867864,0,2907
Kerala,Unknown,2020,October,Saturday,0:47,Fatal,1,Cycle,2,5,Stormy,Village Road,Wet,Daylight,Signals,108,40,Male,,No,Bridge,20.30966855552936,78.91846772192469,0,2907
Tripura,Unknown,2023,January,Sunday,9:9,Minor,1,Cycle,9,2,Hazy,National Highway,Wet,Dusk,Signals,79,63,Male,Expired,Yes,Straight Road,20.63363063753443,78.70094968315617,0,2907
Telangana,Unknown,2022,May,Thursday,4:55,Minor,5,Two-Wheeler,7,0,Clear,Village Road,Damaged,Dark,Signs,64,22,Male,Valid,Yes,Bridge,20.52739111237674,79.18642984466663,0,2907
Sikkim,Unknown,2021,November,Thursday,0:26,Minor,5,Auto-Rickshaw,3,2,Clear,Urban Road,Damaged,Daylight,Police Checkpost,96,57,Female,Valid,Yes,Straight Road,20.634073307283167,78.82644215353533,0,2907
Haryana,Unknown,2023,July,Friday,17:35,Minor,5,Two-Wheeler,3,1,Rainy,Village Road,Wet,Dawn,Signs,45,29,Male,Expired,No,Intersection,20.751954944613715,79.04170561733173,0,2907
Gujarat,Vadodara,2021,March,Sunday,19:43,Serious,2,Cycle,6,4,Rainy,National Highway,Under Construction,Daylight,Signals,52,44,Female,Valid,Yes,Straight Road,22.385336320078487,71.01658906907332,0,2907
Sikkim,Unknown,2022,October,Sunday,3:1,Fatal,2,Car,10,4,Stormy,Urban Road,Damaged,Daylight,Police Checkpost,107,46,Female,Expired,No,Intersection,20.778695640396414,78.67109808673918,0,2907
Nagaland,Unknown,2018,October,Saturday,14:7,Fatal,5,Truck,10,5,Rainy,Urban Road,Wet,Dark,Police Checkpost,62,25,Male,Valid,Yes,Intersection,20.786949467899955,78.93319125442815,0,2907
Gujarat,Vadodara,2021,October,Tuesday,2:46,Serious,1,Auto-Rickshaw,5,4,Foggy,Village Road,Damaged,Dark,,33,66,Male,Valid,No,Curve,22.228999300941858,71.45441331591171,0,2907
Haryana,Unknown,2023,September,Thursday,16:51,Fatal,1,Truck,8,0,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,96,40,Female,Valid,No,Straight Road,20.621186799238476,78.71793159943681,0,2907
Maharashtra,Nagpur,2023,March,Tuesday,11:29,Fatal,2,Bus,4,3,Stormy,State Highway,Under Construction,Daylight,Signs,30,22,Male,Expired,Yes,Curve,20.022518778161743,75.68385748615306,0,2907
Sikkim,Unknown,2021,November,Monday,5:22,Serious,2,Pedestrian,9,2,Hazy,National Highway,Wet,Dark,Signs,63,57,Female,Valid,Yes,Bridge,20.304844316561947,79.1168434431582,0,2907
Madhya Pradesh,Unknown,2018,November,Tuesday,7:47,Serious,3,Truck,5,3,Clear,Village Road,Dry,Dark,Signs,109,52,Female,,No,Intersection,22.883494014186418,78.76662749979057,0,2907
Kerala,Unknown,2019,November,Friday,15:44,Minor,3,Cycle,5,0,Hazy,State Highway,Damaged,Dawn,Signals,47,55,Male,Expired,No,Bridge,20.552091528431287,79.09131747886914,0,2907
West Bengal,Siliguri,2021,April,Friday,4:4,Serious,2,Two-Wheeler,2,2,Clear,Urban Road,Dry,Dark,,36,26,Male,Expired,No,Curve,23.07835484863704,87.96200581910756,0,2907
Karnataka,Mangalore,2019,September,Thursday,16:40,Minor,5,Pedestrian,8,4,Clear,Village Road,Wet,Dark,Signs,117,37,Male,,Yes,Straight Road,15.22246193063043,75.51216608348054,0,2907
Nagaland,Unknown,2019,September,Sunday,10:32,Serious,2,Pedestrian,3,4,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,86,48,Male,Valid,No,Straight Road,20.874283735332938,79.04020460197854,0,2907
Jammu and Kashmir,Unknown,2020,December,Sunday,22:39,Serious,3,Bus,0,5,Hazy,National Highway,Under Construction,Dark,,51,34,Male,Expired,Yes,Bridge,20.863920785144405,78.86672532441449,0,2907
Mizoram,Unknown,2021,August,Sunday,21:33,Minor,1,Cycle,3,0,Rainy,State Highway,Damaged,Dusk,Signals,86,70,Male,Expired,No,Curve,20.886540132401855,79.20303380456602,0,2907
Rajasthan,Udaipur,2021,June,Wednesday,8:32,Fatal,4,Two-Wheeler,2,2,Clear,Urban Road,Damaged,Dawn,,105,64,Male,Valid,Yes,Curve,26.898985111937744,74.46507806056063,1,93
Haryana,Unknown,2020,September,Friday,6:33,Minor,4,Auto-Rickshaw,6,1,Clear,Village Road,Wet,Daylight,Signals,56,43,Male,Expired,Yes,Intersection,20.81484718455352,78.84565113555014,0,2907
West Bengal,Kolkata,2022,January,Wednesday,1:43,Minor,1,Truck,8,5,Foggy,Village Road,Wet,Dusk,Signals,95,41,Female,,No,Bridge,22.84482170148894,87.8232879826403,0,2907
Assam,Unknown,2021,October,Saturday,6:52,Fatal,1,Truck,2,5,Hazy,Urban Road,Damaged,Dusk,Signs,37,42,Female,,Yes,Bridge,20.703755189167993,78.86369287801935,0,2907
Uttar Pradesh,Kanpur,2020,March,Friday,12:31,Minor,5,Cycle,0,2,Foggy,Village Road,Damaged,Dusk,Signals,108,33,Male,Expired,Yes,Straight Road,26.64855906325458,81.04783476250759,0,2907
Bihar,Unknown,2018,April,Thursday,20:43,Minor,5,Auto-Rickshaw,6,5,Clear,State Highway,Wet,Dark,Police Checkpost,55,47,Female,Valid,Yes,Intersection,25.262995375390368,85.14052606763485,0,2907
Mizoram,Unknown,2023,October,Saturday,17:58,Minor,3,Car,7,1,Foggy,State Highway,Wet,Dusk,,117,28,Male,,No,Intersection,20.81631980777749,78.9694105437519,0,2907
Himachal Pradesh,Unknown,2018,November,Sunday,7:5,Minor,3,Truck,7,0,Rainy,State Highway,Wet,Dusk,Signals,109,30,Male,,No,Straight Road,20.498404212720814,79.15150657666834,0,2907
Tamil Nadu,Madurai,2021,May,Wednesday,21:47,Minor,4,Bus,4,1,Clear,National Highway,Damaged,Dawn,Signals,40,70,Female,Expired,No,Intersection,11.359749959842873,78.87152374794638,0,2907
Goa,Unknown,2022,October,Tuesday,20:31,Fatal,5,Truck,6,0,Rainy,State Highway,Under Construction,Daylight,Signals,94,44,Female,,Yes,Intersection,20.801565132637652,78.66925377057835,0,2907
Goa,Unknown,2020,November,Wednesday,17:25,Minor,1,Two-Wheeler,7,3,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,55,36,Female,Valid,No,Intersection,20.30621052654399,79.00098223331067,0,2907
Puducherry,Unknown,2023,September,Thursday,5:38,Serious,1,Auto-Rickshaw,6,0,Rainy,State Highway,Damaged,Daylight,Signals,52,33,Male,Expired,Yes,Intersection,20.601895246098657,79.20489732605293,0,2907
Tamil Nadu,Madurai,2023,December,Monday,1:56,Fatal,1,Bus,3,5,Rainy,State Highway,Damaged,Dusk,Signals,87,28,Female,Expired,No,Intersection,11.064408397280747,78.43823452032882,0,2907
Tamil Nadu,Madurai,2019,September,Thursday,22:5,Fatal,3,Bus,4,5,Stormy,Village Road,Under Construction,Dusk,Signals,51,54,Female,,Yes,Intersection,11.213550529685241,78.6328853182007,0,2907
Nagaland,Unknown,2020,June,Wednesday,17:9,Minor,5,Cycle,10,2,Stormy,Urban Road,Dry,Daylight,Police Checkpost,54,58,Female,,No,Intersection,20.369933342364416,79.21491848871194,0,2907
Punjab,Unknown,2019,September,Wednesday,1:43,Serious,2,Two-Wheeler,1,0,Clear,Urban Road,Wet,Daylight,,87,49,Male,Valid,Yes,Straight Road,20.354665007970397,79.0617018263303,0,2907
Uttarakhand,Unknown,2022,September,Saturday,21:34,Serious,2,Truck,3,0,Foggy,Village Road,Damaged,Dark,Police Checkpost,71,28,Female,,No,Curve,20.794530398635594,79.16232356739717,0,2907
Tamil Nadu,Coimbatore,2023,September,Wednesday,0:21,Minor,5,Bus,4,3,Stormy,State Highway,Dry,Dark,Signals,62,55,Female,Valid,No,Intersection,11.149510188563891,78.68321875708878,0,2907
Sikkim,Unknown,2019,June,Sunday,17:0,Serious,5,Car,4,5,Rainy,National Highway,Damaged,Dark,Signals,118,34,Female,,Yes,Bridge,20.539383367291713,79.25286503531937,0,2907
Punjab,Unknown,2021,April,Friday,15:48,Minor,4,Pedestrian,10,0,Rainy,National Highway,Damaged,Dusk,Signs,79,39,Female,Expired,No,Curve,20.73086362795809,79.09637521071726,0,2907
Assam,Unknown,2018,February,Saturday,20:2,Minor,4,Bus,10,3,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,59,52,Female,,Yes,Bridge,20.876778402758124,78.96698005179667,0,2907
Punjab,Unknown,2019,May,Friday,19:5,Fatal,5,Two-Wheeler,6,5,Stormy,State Highway,Wet,Dawn,Signals,80,66,Female,Valid,Yes,Intersection,20.75305689626866,79.14552774383343,0,2907
Himachal Pradesh,Unknown,2020,May,Friday,18:56,Minor,5,Car,3,1,Hazy,State Highway,Wet,Dawn,Signals,33,68,Female,Valid,No,Intersection,20.493390589409138,79.18721670758661,0,2907
Meghalaya,Unknown,2023,November,Wednesday,1:34,Minor,5,Truck,8,1,Foggy,Urban Road,Under Construction,Dawn,Signals,81,58,Male,,Yes,Bridge,20.664911073821813,79.01559848156845,0,2907
Himachal Pradesh,Unknown,2021,May,Tuesday,0:37,Minor,2,Car,7,0,Clear,Village Road,Dry,Dark,,64,69,Male,,No,Straight Road,20.640183995432732,78.82223533839021,0,2907
Jammu and Kashmir,Unknown,2018,May,Saturday,15:16,Serious,5,Two-Wheeler,10,3,Foggy,National Highway,Dry,Daylight,Police Checkpost,83,68,Female,Expired,No,Intersection,20.402120942780627,78.98098845661106,0,2907
Delhi,Dwarka,2018,November,Wednesday,10:45,Serious,1,Truck,7,3,Stormy,Urban Road,Under Construction,Daylight,Signals,105,67,Female,Valid,Yes,Bridge,20.587358690197828,78.88435535552327,0,2907
Goa,Unknown,2023,March,Thursday,13:47,Minor,5,Truck,1,2,Stormy,National Highway,Wet,Dusk,Signals,75,34,Female,,No,Straight Road,20.47133650973375,79.22433904294576,0,2907
Puducherry,Unknown,2020,February,Wednesday,18:48,Fatal,1,Car,10,0,Foggy,Urban Road,Wet,Dark,Police Checkpost,106,48,Female,Expired,Yes,Bridge,20.488383746573284,79.00788619891864,0,2907
Jammu and Kashmir,Unknown,2019,November,Sunday,0:51,Serious,2,Auto-Rickshaw,8,2,Clear,Village Road,Dry,Dawn,,50,33,Male,Expired,Yes,Straight Road,20.710538814246863,79.2541310215842,0,2907
Arunachal Pradesh,Unknown,2021,December,Wednesday,9:40,Fatal,4,Auto-Rickshaw,2,0,Foggy,Village Road,Dry,Dark,,51,63,Female,Expired,No,Intersection,20.87199986030519,79.16464819040696,0,2907
Karnataka,Mangalore,2019,July,Friday,22:19,Fatal,2,Truck,3,2,Foggy,National Highway,Under Construction,Daylight,Signals,72,28,Female,Valid,Yes,Bridge,15.408920750543817,75.49738486539138,0,2907
Goa,Unknown,2022,May,Wednesday,6:36,Fatal,4,Bus,0,0,Clear,National Highway,Dry,Dark,Signs,91,29,Female,,No,Straight Road,20.779296195150835,78.9421735297275,0,2907
Delhi,New Delhi,2023,March,Tuesday,22:57,Minor,2,Bus,7,1,Rainy,State Highway,Damaged,Dark,,65,65,Male,Valid,Yes,Bridge,20.6468147504376,79.05218047420381,0,2907
Chhattisgarh,Unknown,2022,October,Friday,0:30,Serious,5,Cycle,7,5,Foggy,National Highway,Under Construction,Dawn,Police Checkpost,55,63,Male,Expired,No,Curve,20.76468028229794,78.85058819929846,0,2907
Haryana,Unknown,2019,December,Sunday,23:51,Minor,2,Auto-Rickshaw,0,2,Rainy,Village Road,Dry,Dawn,Police Checkpost,53,25,Female,Valid,No,Curve,20.770526619973463,78.81839845772033,0,2907
Haryana,Unknown,2019,January,Friday,15:2,Minor,3,Two-Wheeler,2,1,Foggy,Village Road,Under Construction,Daylight,Signals,40,54,Male,Valid,Yes,Straight Road,20.589410657998123,79.0341204912623,0,2907
Assam,Unknown,2023,February,Saturday,19:28,Minor,4,Car,5,4,Rainy,National Highway,Damaged,Dusk,,115,32,Female,Valid,No,Intersection,20.884397601860666,78.95491546389795,0,2907
Madhya Pradesh,Unknown,2023,June,Friday,15:24,Minor,2,Pedestrian,10,2,Clear,National Highway,Under Construction,Dawn,Signals,110,28,Female,,No,Straight Road,22.92609128100386,78.66482872909397,0,2907
Meghalaya,Unknown,2022,August,Thursday,11:47,Minor,4,Cycle,7,0,Stormy,National Highway,Damaged,Dark,,107,45,Female,Expired,Yes,Straight Road,20.485250459605957,78.81618755393369,0,2907
Chandigarh,Unknown,2022,March,Thursday,16:43,Fatal,2,Auto-Rickshaw,8,5,Clear,National Highway,Damaged,Dusk,Signs,95,64,Male,Expired,No,Straight Road,20.318354332899553,78.82244322985143,0,2907
Rajasthan,Udaipur,2020,May,Monday,22:59,Fatal,1,Pedestrian,1,1,Clear,National Highway,Dry,Daylight,Signals,111,55,Female,Valid,Yes,Straight Road,27.05950500424301,74.35376358985503,1,93
Punjab,Unknown,2021,February,Wednesday,11:35,Fatal,4,Auto-Rickshaw,6,0,Rainy,State Highway,Damaged,Dark,,79,52,Female,Valid,No,Curve,20.863404399858975,79.10578685850743,0,2907
Assam,Unknown,2020,October,Monday,4:48,Minor,4,Cycle,9,1,Hazy,Village Road,Under Construction,Daylight,Police Checkpost,113,47,Female,Valid,Yes,Bridge,20.720780618917065,78.9335795425924,0,2907
Telangana,Unknown,2022,June,Friday,17:52,Fatal,4,Pedestrian,1,5,Hazy,National Highway,Damaged,Daylight,,101,30,Male,Valid,Yes,Bridge,20.887866386921623,78.79278777969193,0,2907
